timestamp,Global_active_power,temperature,humidity,hour,day_of_week,is_weekend,hour_sin,hour_cos
2024-01-01 00:00:00,2.2241354051134197,10.09605698361348,65.4881181973591,0,0,0.0,0.0,1.0
2024-01-01 01:00:00,2.298091603027697,8.625084379207557,57.68946727238891,1,0,0.0,0.25881904510252074,0.9659258262890683
2024-01-01 02:00:00,2.5249710194277823,8.80631502556445,54.6477490310078,2,0,0.0,0.49999999999999994,0.8660254037844387
2024-01-01 03:00:00,2.39012854564508,9.094811785229533,50.8219169835816,3,0,0.0,0.7071067811865475,0.7071067811865476
2024-01-01 04:00:00,2.679126719373887,6.277193263881935,51.491836172130895,4,0,0.0,0.8660254037844386,0.5000000000000001
2024-01-01 05:00:00,2.6798540338626635,5.670436719285558,52.9020825529754,5,0,0.0,0.9659258262890683,0.25881904510252074
2024-01-01 06:00:00,2.6950097896322105,7.3842445222392925,60.03309876398417,6,0,0.0,1.0,6.123233995736766e-17
2024-01-01 07:00:00,3.0296867734474193,6.124953310298557,62.001795287325706,7,0,0.0,0.9659258262890683,-0.25881904510252063
2024-01-01 08:00:00,3.0380917659697446,4.552983394892027,53.69755346443098,8,0,0.0,0.8660254037844387,-0.4999999999999998
2024-01-01 09:00:00,3.148175392937853,5.884190529149397,63.908739042937945,9,0,0.0,0.7071067811865476,-0.7071067811865475
2024-01-01 10:00:00,3.32653306327344,4.991261533787556,58.33234219377323,10,0,0.0,0.49999999999999994,-0.8660254037844387
2024-01-01 11:00:00,3.3778770133419282,5.479785641812885,60.824718604665954,11,0,0.0,0.258819045102521,-0.9659258262890682
2024-01-01 12:00:00,3.319926198061531,6.964878790252077,66.37957767397296,12,0,0.0,1.2246467991473532e-16,-1.0
2024-01-01 13:00:00,3.489516747925425,5.116672641003994,64.4541060726921,13,0,0.0,-0.2588190451025208,-0.9659258262890683
2024-01-01 14:00:00,3.4601241246923498,6.133706276463295,58.498017690899445,14,0,0.0,-0.4999999999999997,-0.8660254037844388
2024-01-01 15:00:00,3.339373042352991,8.319860950564006,54.1657323202364,15,0,0.0,-0.7071067811865471,-0.7071067811865479
2024-01-01 16:00:00,3.195861100740511,8.517292219339254,48.35472614048065,16,0,0.0,-0.8660254037844384,-0.5000000000000004
2024-01-01 17:00:00,3.151058615156445,10.74564692757836,53.24185721410426,17,0,0.0,-0.9659258262890683,-0.25881904510252063
2024-01-01 18:00:00,3.348779895852511,9.770216803806594,56.21076216261076,18,0,0.0,-1.0,-1.8369701987210297e-16
2024-01-01 19:00:00,3.336233511489622,9.479321664771188,52.92216696247984,19,0,0.0,-0.9659258262890684,0.2588190451025203
2024-01-01 20:00:00,2.8859732595278467,13.04962571013698,54.27460565098875,20,0,0.0,-0.8660254037844386,0.5000000000000001
2024-01-01 21:00:00,2.987870112303317,10.932231050381588,56.69327173804734,21,0,0.0,-0.7071067811865477,0.7071067811865474
2024-01-01 22:00:00,2.5926893625063405,10.999032487732952,55.28882534045058,22,0,0.0,-0.5000000000000004,0.8660254037844384
2024-01-01 23:00:00,2.672810477968133,8.74608157275013,54.95273128536934,23,0,0.0,-0.25881904510252157,0.9659258262890681
2024-01-02 00:00:00,2.4913892761418857,9.195735697594792,58.32193103553392,0,1,0.0,0.0,1.0
2024-01-02 01:00:00,2.244148391383061,9.273094386099398,59.497566852792765,1,1,0.0,0.25881904510252074,0.9659258262890683
2024-01-02 02:00:00,2.3937595603780837,6.996872257337146,54.19539357137119,2,1,0.0,0.49999999999999994,0.8660254037844387
